Location,Author,Rating,Review Text,Time
KK Solo UNS Bank Mandiri,Rizki Zidane Pramadi,5 bintang,"Pelayanan cepat, staff ramah.. sangat memuaskan",7 bulan lalu
KK Solo UNS Bank Mandiri,Edy Saputro,5 bintang,"Saya sangat puas dengan pelayanan Mandiri UNS Tower
1. Tempat dingin & nyaman
2. Pelayanan cepat
3. Petugas ramah",3 minggu lalu
KK Solo UNS Bank Mandiri,tyas fisio2,5 bintang,"Pelayanan sangat baik. Satpam dan teller sangat membantu.

Kantor cabang desainnya bikin betah.",7 bulan lalu
KK Solo UNS Bank Mandiri,Nurul Wibowo,5 bintang,pelayanan bagus ramah ademm jugaa tempatnya,3 minggu lalu
KK Solo UNS Bank Mandiri,Ayu Safitri,5 bintang,"Kantornya bersih, dingin, pelayanan nya ramah dan cepat, good pokoknya",2 minggu lalu
KK Solo UNS Bank Mandiri,WIDIANINGRUM H,5 bintang,ramah bgt pelayanan cepet ga antri banyak,2 minggu lalu
KK Solo UNS Bank Mandiri,MIA KARISMA,5 bintang,"Sangat nyaman, bagusss,,",2 minggu lalu
KK Solo UNS Bank Mandiri,Putri Wardani,5 bintang,"pelayananya bagus,ramah,tempat bersih,ada atm csm yg bisa langsung ganti atm",7 bulan lalu
KK Solo UNS Bank Mandiri,Agus Widodo,5 bintang,"Ganti kartu debit yang hilang sangat cepat, super simple, pegawai sangat helpful. excellent!!",5 bulan lalu
KK Solo UNS Bank Mandiri,Irvan Santosa,5 bintang,Pelayanannya bagus dan cepat..informasinya juga jelas..satpamnya ramah..,7 bulan lalu
KK Solo UNS Bank Mandiri,Rizki Eka,5 bintang,"Pelayanan bagus, security ramah,sakjose",2 minggu lalu
KK Solo UNS Bank Mandiri,putri cahyani,5 bintang,bagusssss..cepat pelayanannya.,7 bulan lalu
KK Solo UNS Bank Mandiri,Hamba allah Ok,2 bintang,Pelayanannya lama sekali mau buka rekening baru..............................,3 bulan lalu
KK Solo UNS Bank Mandiri,Yucha Achmad,1 bintang,"Mandiri paling aneh buat bayar ukt.

Pas aku baru dateng telernya keluar dan nyuruh ngisi formulir kayak biasanya, …",2 tahun lalu
KK Solo UNS Bank Mandiri,saptari wahyu,5 bintang,"ruangan adem, mbak2 CS ramah mas security ramah dan helpful",9 bulan lalu
KK Solo UNS Bank Mandiri,Bintang Bulan,5 bintang,"Terimakasih atas pelayanannya,
mulai dari depan sudah terbantu sama mas2 nya, sampai dengan kartu jadi..
Pelayanannya juga ramah😊 …",7 bulan lalu
KK Solo UNS Bank Mandiri,Della Putri Utami,5 bintang,Pelayanan ramah dan sangat membantu,2 minggu lalu
KK Solo UNS Bank Mandiri,Ria Hesti Utami,5 bintang,"Pelayanan ramah, ruangan nyaman",3 minggu lalu
KK Solo UNS Bank Mandiri,Marsa Al Hanan Sifai,5 bintang,"Pelayanan mantap, berbagai kebutuhan nasabah bisa dilayani dengan baik, tempat ber ac nyaman, dan disediakan berbagai tablet utk memudahkan pelayanan nasabah, fasilitas lengkap dan sistem pelayanan sudah sangat canggih",9 bulan lalu
KK Solo UNS Bank Mandiri,Andika Prasetyo,5 bintang,Pelayanan ramah,2 minggu lalu
KK Solo UNS Bank Mandiri,Nur Rizki R,5 bintang,"Datang kesini untuk aduan keluhan masalah kartu yang sebelumnya tidak dapat dibaca/digunakan di mesin ATM, padahal tanggal expired masih lama. Ternyata kartu hanya perlu dibersihkan karena kotor. Setelah dicoba lagi baru bisa. …",setahun lalu
KK Solo UNS Bank Mandiri,Murai Batu,5 bintang,"Proses gnti Atm , Cepat.. melalui mesin tnpa antri",9 bulan lalu
KK Solo UNS Bank Mandiri,Samuel Yoga Nugroho,5 bintang,Pelayanan mantap.,3 minggu lalu
KK Solo UNS Bank Mandiri,Gusti Adisaka,5 bintang,Pelayanan cepat & ramah,3 minggu lalu
KK Solo UNS Bank Mandiri,Andrian Wijayono,5 bintang,Pelayanan bikin kartu langsung diantar ke kantor. Dipandu sampe bisa punya akun online..Terima kasih banyak ya mba yovita.,9 bulan lalu
KK Solo UNS Bank Mandiri,Gema Waty,5 bintang,Bagus bersih pelayanan bagus,2 minggu lalu
KK Solo UNS Bank Mandiri,alyna kirana,5 bintang,pelayanan ramah dan kooperatif,seminggu lalu
KK Solo UNS Bank Mandiri,Ririn Setya,5 bintang,Pelayanan bagus,3 minggu lalu
KK Solo UNS Bank Mandiri,Muhammad Esa Zigotanelda Aulia Dahlan,2 bintang,"Pelayanan lama.
Saya datang pertama malah yang dilayanin orang yang datang setelah saya.",6 bulan lalu
KK Solo UNS Bank Mandiri,Fahmi Hassan Subowo,5 bintang,pelayanan sangat baik cepat dan ramah,7 bulan lalu
KK Solo UNS Bank Mandiri,maya sustiana,5 bintang,Pelayanan baguss,3 minggu lalu
KK Solo UNS Bank Mandiri,Supar Mi,5 bintang,Tempatnya nyaman,7 bulan lalu
KK Solo UNS Bank Mandiri,Niwang Jati Sasongko,5 bintang,"Mandiri cabang uns ga antri lama, sat set petugas2nya, jadi enak kalo mau butuh ke bank langsung kesini. Parkir juga gampang.",9 bulan lalu
KK Solo UNS Bank Mandiri,Rafida Aqila Sekar Balqis,5 bintang,pelayanan baik,2 minggu lalu
KK Solo UNS Bank Mandiri,Ichsan Nugrahadi,5 bintang,Terbantu sekali,3 minggu lalu
KK Solo UNS Bank Mandiri,404. Maintenance,5 bintang,Cepat sekali,3 minggu lalu
KK Solo UNS Bank Mandiri,Vivi Cicio,5 bintang,Muantap pelayanannya,3 minggu lalu
KK Solo UNS Bank Mandiri,Sun Flower,5 bintang,Bank mandiri solo UNS yang sekarang berada di gedung ki Hajar Dewantara (UNS Tower) …,setahun lalu
KK Solo UNS Bank Mandiri,Ayu Patmawati,5 bintang,Baik dan ramah bangett para pegawaiinya.. pokok e nyaman lahh. Fasilitasnya juga.,9 bulan lalu
KK Solo UNS Bank Mandiri,Wiesye Puspita Sari,5 bintang,Pelayanannya baik Dan ramah .,7 bulan lalu
KK Solo UNS Bank Mandiri,Noven Richard,5 bintang,"Pelayanan ramah, kantor bersih dan rapih...",7 bulan lalu
KK Solo UNS Bank Mandiri,Gory Goreng,5 bintang,"Pelayanan ramah dan baik
Sakjose",7 bulan lalu
KK Solo UNS Bank Mandiri,Davindra Yasid,5 bintang,pelayanan ramah,3 minggu lalu
KK Solo UNS Bank Mandiri,Riki Prasetyo,5 bintang,Pelayanan sangat baik dan memuaskan,7 bulan lalu
KK Solo UNS Bank Mandiri,Fadhillah Nauf,5 bintang,"Tempatnya nyaman, pelayanan ramah dan cepat 👍🏼 …",9 bulan lalu
KK Solo UNS Bank Mandiri,Taufiq Fani Abdilah,5 bintang,Pelayanan mantap,2 minggu lalu
KK Solo UNS Bank Mandiri,Mr Komarudin,5 bintang,"Pelayanan cepat, yg antri sedikit, ATM nya juga jarang macet",7 tahun lalu
KK Solo UNS Bank Mandiri,Alex Juna,5 bintang,"Kantor mandiri kcp solo uns sangat nyaman,bersih,pegawai pegawainya sangat ramah,",9 bulan lalu
KK Solo UNS Bank Mandiri,Rizky Aditya,5 bintang,Karena sekelas KK (Kantor Kas) jd bangunanya kecil. Tp pelayanan thd nasabahnya sangat baik. Sering penuh pada masa2 pembayaran SPP mahasiswa.,4 tahun lalu
KK Solo UNS Bank Mandiri,mas hartono,5 bintang,kantor bersih dan adem...pegawai ramah ramah dan memberikan solusi terhadap kebutuhan  nasabah,setahun lalu
KK Solo UNS Bank Mandiri,ISMAIL SYAHRI RAMADHAN,5 bintang,Mantap lurrr sangat ramah ciri khas warga solo,9 bulan lalu
KK Solo UNS Bank Mandiri,Zaki Ariyanto,5 bintang,"Kantor bersih, nyaman..
Pegawainya ramah dan pelayanannya mantappp..",setahun lalu
KK Solo UNS Bank Mandiri,haryobima solo,5 bintang,"Ruangan full ac
Pegawai ramah
Security nya juga ramah
Sakjose",9 bulan lalu
KK Solo UNS Bank Mandiri,vevry saputro,5 bintang,"Pelatananya ramah-ramah, lokasinya jg nyaman",9 bulan lalu
KK Solo UNS Bank Mandiri,Prasetyo Budi Widagdo,5 bintang,"Bank Mandiri (IDX: BMRI) adalah bank yang berkantor pusat di Jakarta,dan merupakan bank terbesar di Indonesia dalam hal aset, pinjaman, dan deposit. Bank ini berdiri pada tanggal 2 Oktober 1998 sebagai bagian dari program restrukturisasi …",7 tahun lalu
KK Solo UNS Bank Mandiri,Wida Yanti,5 bintang,"Pelayanannya bagus, tidak perlu antri",9 bulan lalu
KK Solo UNS Bank Mandiri,Ervan Surya Bagaskara,5 bintang,Pelayanan nya sangat baik,9 bulan lalu
KK Solo UNS Bank Mandiri,Ifan Haifani,5 bintang,Kantornya bersih..pegawai nya cantik2 ...layananannya jozz,setahun lalu
KK Solo UNS Bank Mandiri,Michaela Devina Yalisha,5 bintang,Bagos sekalii pelayananya,7 bulan lalu
KK Solo UNS Bank Mandiri,yovita rimbawati,5 bintang,"menarik dan bagus tempatnya, mbak2nya ramah",setahun lalu
KK Solo UNS Bank Mandiri,Michela Devina,5 bintang,Sangat bagus untuk tempat dan pelayanannya oke,setahun lalu
KK Solo UNS Bank Mandiri,Riska Herlinawati,5 bintang,"Pelayanan cepat, ramah",9 bulan lalu
KK Solo UNS Bank Mandiri,retno kusuma,5 bintang,"Ruangannya adem
Satpam ramah
Prokes dijalankan …",3 tahun lalu
KK Solo UNS Bank Mandiri,Rudhy Anto,5 bintang,Mbbak nya yang pakai kerudung cantik buanget,9 bulan lalu
KK Solo UNS Bank Mandiri,ZULIANA NIKMAH FATKHIYATUL MUNAWAROH,5 bintang,baik nyamaan,2 minggu lalu
KK Solo UNS Bank Mandiri,Dhamas Setyawan,5 bintang,Bagus pokoknya 🙏🏻🤗 …,7 bulan lalu
KK Solo UNS Bank Mandiri,Tika Mahfiroh,5 bintang,Nyaman dan pelayanan cepat. Tapi antriannya lumayan banyak,6 tahun lalu
KK Solo UNS Bank Mandiri,Aisyah Ananda,5 bintang,bagus,3 minggu lalu
KK Solo UNS Bank Mandiri,Janus Jermia,5 bintang,Pelayanan okee tempat bagus,setahun lalu
KK Solo UNS Bank Mandiri,"#Nadia kayla b,n#*Nadia* Samsung",5 bintang,Pelayanan ok,setahun lalu
KK Solo UNS Bank Mandiri,Angga Putradewanata,5 bintang,Orangnya rama dan kece badai,setahun lalu
KK Solo UNS Bank Mandiri,Adhe Marlin Sanyoto,5 bintang,"Pelayanannya bagus, ramah dan cepat",8 tahun lalu
KK Solo UNS Bank Mandiri,Juni Ata,5 bintang,pelayanan cepat dengan layanan smartbranch,setahun lalu
KK Solo UNS Bank Mandiri,bima kuncoro,5 bintang,Pelayanan ramah ac dingin,2 tahun lalu
KK Solo UNS Bank Mandiri,Laela Bilkis,4 bintang,"lokasi jadi satu dengan UNS inn, atm jarang antri",6 tahun lalu
KK Solo UNS Bank Mandiri,Candra Adi,5 bintang,👍👍👍 …,setahun lalu
KK Solo UNS Bank Mandiri,anonim,5 bintang,Tempatnya nyaman 🗽 …,7 tahun lalu
KK Solo UNS Bank Mandiri,Aloysius Indratmo,5 bintang,Bagus,2 tahun lalu
KK Solo UNS Bank Mandiri,muhammad maftuh,3 bintang,rekomended,8 tahun lalu
KK Solo UNS Bank Mandiri,Aditya Prast,5 bintang,Bagusssss,2 hari lalu
KK Solo UNS Bank Mandiri,Reva Mayasa,5 bintang,"oke, ramah sekali"", pelayanan cepat",2 minggu lalu
KK Solo UNS Bank Mandiri,Edysuranto Suranto,5 bintang,Juos.. satu set pohon eh..,3 minggu lalu
KK Solo UNS Bank Mandiri,latifaa aini,5 bintang,"pelayanan bagus, bersih👍 …",2 minggu lalu
KK Solo UNS Bank Mandiri,Soso Sumartini,5 bintang,Joss,2 minggu lalu
KK Solo UNS Bank Mandiri,not hanep,5 bintang,Tempat terbaik untuk menarik uang dan nyaman,3 minggu lalu
KK Solo UNS Bank Mandiri,Muhammad Alfa,5 bintang,Besar,3 minggu lalu
KK Solo UNS Bank Mandiri,natasya valerie,5 bintang,Tanteku kerja disana jadi pasti bintang 5 👍🏻 …,setahun lalu
KK Solo UNS Bank Mandiri,alazz,5 bintang,Bermanfaat bagi siswa,3 minggu lalu
KK Solo UNS Bank Mandiri,nayla aulia,5 bintang,Bagus,3 minggu lalu
KK Solo UNS Bank Mandiri,Haya Nuron Najma,5 bintang,Tempat yang nyaman👍 …,2 minggu lalu
KK Solo UNS Bank Mandiri,shazia kinanti,5 bintang,No Review,seminggu lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Fajar Aknan Kurniawan,5 bintang,"Pelayanan memuaskan, semua pihak sangat menyenangkan. Nasabah akan diberikan bantuan yang sangat optimal dari setiap elemen. Mantap!",2 minggu lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,PUTRI KARUNIASARI,5 bintang,"Proses pembuatan rekening baru sangat cepat, di bantu security pak hari josss ramah proses cepat",3 minggu lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,aini qirany,5 bintang,service cepat. satpam dan CSnya ramah. ga perlu nunggu lama ganti atm baru hanya 10 menit. udh pake sistem semua. super kerennn mandiri😍 …,5 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Rani Cahyaning,5 bintang,"Terima kasih Bank Mandiri cabang Urip Sumoharjo🙌🏻 pelayanan super ramah, mudah dimengerti dan mengutamakan kebutuhan nasabah, ganti kartu super mudah dan cepat ternyataa, jadi lebih efisien dalam bertransaksi, sukses selalu Bank Mandiri🤩 …",3 hari lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,novi irawati,5 bintang,Pelayanan mantap. Sangat membantu nasabah. Trimakasih pak satpam,3 minggu lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Tricelia Valentine,5 bintang,"Pelayanan baik banget, satpamnya ramah di bantu buat bikin livin sama cetak atm😍 …",sebulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,endang sutrisni,5 bintang,"Security nya baik kaliii, dibantuin daricetak kartu sama aktifasi livin.
Cepet bgtt …",3 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,KhaSanah Channel,4 bintang,"Satu-satunya Bank milik BUMN yang pelayanan nya TOP, hampir sama kayak BC2.

Dulu ku kira Bank swasta 🤭.Pelayanan dari satpam, CS dan teller bagus 👍 …",9 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,oki oktaviani,5 bintang,terimakasih mba nurul telah dibantu pembuatan rekening pembayaran ukt isi jadi lebih gampang lewat livin by mandiri,6 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Nurul Muawanah,5 bintang,Pelayanan di bank ini sangat bagus dan ramah sekali. Terimakasih atas pelayanannya. Bank mandiri urip Sumoharjo memang joss,sebulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Yuni S,2 bintang,"Menyesal nyaranin suami ke cabang sini, lamaaaaaaa pake bangeeet, sejam lebih nungguin.. ya Allah",seminggu lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Axel Rifanto,5 bintang,"Pelayanan yang sangat ramah cepat dan nyaman ..

terimakasih bank mandiri cabang urip sumoharjo",3 minggu lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Yoan Kurniawan,5 bintang,"Securitnya Cekatan dan informatif, memberikan solusi yg baik untuk nasabah.
Baru saja saya mengurus ATM yg hilang bisa dihandle security dlm waktu 15menit.. …",setahun lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Anita Gregah Dewantari,5 bintang,"Pelayanan sangat baik, semua proses dibantu Pak Satpam",sebulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Dhea Nurlina Pratiwi,4 bintang,"Pelayanannya super duper bikin nyaman dengan konsep barunya, ah tapi sayang kesini buat bikin kartu ATM karena ketelen saat penarikan, dikenakan biaya 10.000 untuk materai surat pernyataan yang ditanggung pengguna. harusnya disediakan dan gratis, karena error dari mesin ATMnya. huff",2 tahun lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Eko Susanto,2 bintang,Kenapa cs machine selalu tidak bisa buat ganti kartu debit..🤔dah 2X diwaktu yg berbeda tetap aja gak bisa... …,2 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Sandy Akbar,2 bintang,"Pelayanan customer service sangat tidak mengenakkan, padahal datang jam 2 sampai jam 3 belum muncul sama sekali petugas customer service, nunggunya lama banget, akhirnya saya pulang karena kata satpamnya memang masih lama, entah apa yg …",2 tahun lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Brigitta Shinta,5 bintang,"servicenya baik, cs sangat ramah
ruangannya sangat nyaman",6 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Liwanda Shinta Oktaviana,5 bintang,"Pelayanan ramah, buka rekening jadi mudah",6 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,nicko ferdianto,5 bintang,Pelayanan sangat memuaskan satpam cs ramah2,7 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,PutriA,5 bintang,"Terimakasih mb Nurul
, pembukaan rekening sat set",6 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,afifa fitiya,5 bintang,Pelayanan ramah . Good job mas satpam,7 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Gabriela Shintaa,5 bintang,"pelayanan cepat dan diarahkan langsung oleh petugas, satset 15 menit jadi🤩🫶 …",3 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Hario Amel,5 bintang,Canggih & pelayanan ramah. Bikin rekening online satset. Terimakasih pak security & mb CS.,9 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Rohmad Gas,5 bintang,Satpam luar biasa. Mantep pokok e mas,seminggu lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Della Puspita,5 bintang,Pelayanan security memuaskan .. tks mass,seminggu lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Rendha A,5 bintang,Pelayanan satpam sat set gokil .good job,sebulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Ulfa Ulandari,5 bintang,"Pelayanannya ramah dan sangat membantu, bank nya canggih dan okee",9 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Ambar Pertiwi,5 bintang,"pelayanan nya sangat memuaskan
Ramah2",2 minggu lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Silvia Hapsari,5 bintang,trims pak hary atas bantuan buat rekening sampai cetak kartu,sebulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Indriyan Diah11,5 bintang,Pelayanan sangat baik dan membantu sekali,2 minggu lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Dwi Setya,5 bintang,Mksh masnya satpam. Pelayanan ramah . Cepat .,sebulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Rohmadi Wp,5 bintang,Pelayanan mas security ramah . Cepat tanggap,3 minggu lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Aditama Al Hadid,5 bintang,"Sangat ramah dan cepat
Pelayanan memuaskan
Big thanks mandiri",3 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Dilan Aghara,5 bintang,Mantap sekali pelayananya . Bener2 digital semua .. gak perlu antri .respon satpam bener2 gercep ..bahkan tidak di layani CS pun . Petugas CS menyapa dengan ramah .. suka interior kantirnya .. bisa lebih santai dan betah,9 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,panda jawa,4 bintang,Dulu bayar kuliah disini jadi tempat favorit sih. Pelayanan oke antrian ga begitu banyak dan tempat deket dari kampus. Adanya upgrade layanan dan kantor jadi makin takjub sih.,2 tahun lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,kuetart enak,1 bintang,"Masa pelayanan BANK di layani sm satpam?! Trs  nunggu lama, mau cetak kartu juga tangan dipegang sm SATPAM! Trs si mbk2 CS ga sopan banget aku dluan yg mau ke atm buat cetak kartu malah bilang “ EH EH AKU DLUAN “ etitude mu lo mbakkk orng …",9 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,dian ayus,5 bintang,"terimakasih mb Nurul, bikin rekening sat set , kantor bersih rapi nyaman",9 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Widyastuti Ari,5 bintang,Satpam multi fungsi,3 minggu lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Anisah Selly Rahma,5 bintang,Pelayanannya mantep,6 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Aralyn Shamima Nuha,5 bintang,Pelayanannya sangat ramah dan sabar,2 minggu lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Tjie Hong Ing,5 bintang,Pelayanan mas satpam luar biasa,2 hari lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Heri Evano,5 bintang,Pelayanan mas security sama mbak cs sat set .. cepat . Tepat . Cermat .. karyawan mandiri mesen pinter pinter,6 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Febri Elindasari,5 bintang,"tempatnya nyaman, pelayanan ramah, credit cardnya lucu",9 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Surtini Menik,5 bintang,"pelayanan sangat ramah dan bagus, atmku ke blokir langsung dibantu benerin, makasih pak satpam👍👍 …",6 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Satya Setyoko,5 bintang,Petugas CS dan satpamnya ramah. Letak cabang juga cukup strategis dan mudah dijangkau.,6 tahun lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Mika Lestiyono,5 bintang,Gak perlu ke cs. Cukup sama Bpk satpam,7 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Desty aja,5 bintang,Buat rekening cukup di satpam . Jadi semua . Maaacihh mas satpam,sebulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Wiwit Rahmawati,5 bintang,"Pelayanannya efektif dan cepat, mau cetak kartu langsung bisa pake Cs Machine dan dibantu sama pak satpam nya. Udah ga perlu lagi antre buat ke customer service. Thankyouu Mandiri!🫶🏻 …",9 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Fakhri Adib,5 bintang,pelayanan ramah cocok untuk jadi bank andalan,2 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Rifqi Mujadid,5 bintang,Pelayanan terbaik!,6 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,nungkhy martha,5 bintang,Tempat nyaman. Pelayanan satpam luar biasa,8 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Fedora Kusuma,5 bintang,"barusan ngurus kartu atm hilang lewat cs machine proses e cepet bgt gaada 10mnt udh jadi kartunya dan satpamnya jg baik bantu mengarahkan, ga nunggu antri lama deh",9 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,D. Fany Apbariantika,3 bintang,Lokasi dan tempatnya nyaman. Customer servicenya baik dan ramah. Sayang kurang informatif hanya ditanya jenis kartu yang diinginkan (silver / gold) tapi tidak dengan gpn / visa. Jadi kartu sudah diterbitkan dan diminta untuk ganti bilangnya …,setahun lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Anindita Amelia,5 bintang,Pelayanan mas security luar biasa,3 minggu lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Zlatan Anakku,5 bintang,Pelayanan ramah & cepat.,2 minggu lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,22 - Lovela Cantika,5 bintang,pak sigid sangat baik dan membantu saya. Bintang 5,4 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,sonia maharani,5 bintang,Pelayanan satpam ramah . Ganti kartu tanpa antri 2 menit pun jadi ..,7 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Shofiyana,5 bintang,Pelayanannya ramah dan bagus,6 bulan lalu
Bank Mandiri Jl.Jend. Urip Sumoharjo,Nuri amri,4 bintang,Parkirnya luas,5 bulan lalu
